"css-1jxf684","css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 href","css-1jxf684 6","css-1jxf684 7","css-1jxf684 href 2","css-1jxf684 8","css-1jxf684 href 3","css-1jxf684 9","css-1jxf684 10","css-1jxf684 11","css-1jxf684 href 4","css-1jxf684 12","css-1jxf684 13","css-146c3p1 href","r-1p0dtai src","css-175oi2r href 4","css-1jxf684 14","css-175oi2r href 5","css-9pa8cd src 2","css-1jxf684 15","css-1jxf684 16","css-1jxf684 19","css-1jxf684 href 6"
"Deep","https://x.com/DeepStateNun2","https://pbs.twimg.com/profile_images/1975225075071668224/KbX7AiT9_normal.jpg","https://x.com/DeepStateNun2","@DeepStateNun2","·","Nov 5","Congratulations on sweeping those hoes in last night's elections!!

Let them cope all day long and say ""it was Blue States"" because it WASN'T and the margins were fucking massive. 

Results, overview, and a bit of gloating:","#election2025","https://x.com/hashtag/election2025?src=hashtag_click","Nun","#hewon","https://x.com/hashtag/hewon?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","#mamdani","","4","https://x.com/hashtag/mamdani?src=hashtag_click","3","3","https://x.com/DeepStateNun2/status/1986123483974148112","blob:https://x.com/55f41ec9-3149-4c83-8b52-002e15865769","https://x.com/DeepStateNun2/status/1986123483974148112/analytics","1K","","https://pbs.twimg.com/amplify_video_thumb/1986123377879166977/img/k-PNo6ShclTpDPE5.jpg","State","","",""
"Sherry Anne","https://x.com/DrSherryAnne","https://pbs.twimg.com/profile_images/1056753425445240832/oss8vQ4E_normal.jpg","https://x.com/DrSherryAnne","@DrSherryAnne","·","Nov 4","My phone is letting me know it's Election Day","#newyork","https://x.com/hashtag/newyork?src=hashtag_click","in NY today.

 I know! I'm working the polls. 

Got up at 4 am.","","","#elections","https://x.com/hashtag/elections?src=hashtag_click","","","2","","","","https://x.com/DrSherryAnne/status/1985735335637135791","","https://x.com/DrSherryAnne/status/1985735335637135791/analytics","105","https://x.com/DrSherryAnne/status/1985735335637135791/photo/1","","","","",""
"Amanda Baller","https://x.com/dawnyb","https://pbs.twimg.com/profile_images/725153167055319044/LRHTeOTU_normal.jpg","https://x.com/dawnyb","@dawnyb","·","Nov 5","Cheers to New York and Virginia!!!","","","","","","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","","","1","","4","","https://x.com/dawnyb/status/1985900878260543670","","https://x.com/dawnyb/status/1985900878260543670/analytics","358","https://x.com/dawnyb/status/1985900878260543670/photo/1","","","","",""
"Ms. Krumm","https://x.com/emilykrumm","https://pbs.twimg.com/profile_images/1972118686753275906/eSbNMxPi_normal.jpg","https://x.com/emilykrumm","@emilykrumm","·","Nov 5","Day 4","#gratitudesnaps","https://x.com/hashtag/gratitudesnaps?src=hashtag_click","and I’m grateful for election judges who make Election Day successful!","#VPHSgratitude","https://x.com/hashtag/VPHSgratitude?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","#democracy","GIF","4","https://x.com/hashtag/democracy?src=hashtag_click","","","https://x.com/emilykrumm/status/1985877220015931724","https://video.twimg.com/tweet_video/G49Azc6XUAAnFzc.mp4","https://x.com/emilykrumm/status/1985877220015931724/analytics","141","","","","","#yourvotematters","https://x.com/hashtag/yourvotematters?src=hashtag_click"
"TheStarKenya","https://x.com/TheStarKenya","https://pbs.twimg.com/profile_images/1611631330969944064/H3RwmdAW_normal.jpg","https://x.com/TheStarKenya","@TheStarKenya","·","Oct 30","Tanzania's election is ongoing ,but many opposition candidates were disqualified before election day, voters are being denied their voices.","#Tanzania","https://x.com/hashtag/Tanzania?src=hashtag_click","","#samiasuluhu","https://x.com/hashtag/samiasuluhu?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","","2","","4","38","https://x.com/TheStarKenya/status/1983825311558201440","blob:https://x.com/f1c22755-6a9f-43fc-ac37-98a493805155","https://x.com/TheStarKenya/status/1983825311558201440/analytics","5.4K","","https://pbs.twimg.com/amplify_video_thumb/1983824299841511424/img/Lk254gZk1BRr5iDj.jpg","","","",""
"Gagan Bindal (बनिया)","https://x.com/IGaganBindal","https://pbs.twimg.com/profile_images/1973972972395548672/Vxbr5xnD_normal.jpg","https://x.com/IGaganBindal","@IGaganBindal","·","Nov 4","अगर राहुल गांधी गांधी परिवार की औलाद न होते तो उन्हें कांग्रेस में जोकर का पद भी न दिया जाता।
भारतीय सेना का अपमान नही सहेगा हिंदुस्तान।","#Bihar","https://x.com/hashtag/Bihar?src=hashtag_click","","#trending","https://x.com/hashtag/trending?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","#reels","","1","https://x.com/hashtag/reels?src=hashtag_click","11","10","https://x.com/IGaganBindal/status/1985723418852143592","blob:https://x.com/691057ec-ad7a-4d8a-99ae-c3c02dd21355","https://x.com/IGaganBindal/status/1985723418852143592/analytics","121","","https://pbs.twimg.com/ext_tw_video_thumb/1985723232188616704/pu/img/FwiXnOBIoF5RqUwT.jpg","#RahulGandhi","","#india","https://x.com/hashtag/india?src=hashtag_click"
"The Charlotte Observer","https://x.com/theobserver","https://pbs.twimg.com/profile_images/1420825348913180679/ard2TsAV_normal.jpg","https://x.com/theobserver","@theobserver","·","Nov 5","Republican Bokhari had hoped to replace her husband in the City Council District 6 seat. Instead, Owens flipped the seat blue.

Read more:","#charlotte","https://x.com/hashtag/charlotte?src=hashtag_click","","#owens","https://x.com/hashtag/owens?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","#bokhari","0:44","1","https://x.com/hashtag/bokhari?src=hashtag_click","1","3","https://x.com/theobserver/status/1985924898271691063","blob:https://x.com/2820f1a9-96ed-4673-9710-2204bc17f889","https://x.com/theobserver/status/1985924898271691063/analytics","1.1K","","","",": Nick Sullivan & Emily Broyles","",""
"Karina Karapetyan","https://x.com/KarinaKarapety8","https://pbs.twimg.com/profile_images/1578424967322116096/uXYOniRC_normal.jpg","https://x.com/KarinaKarapety8","@KarinaKarapety8","·","Nov 5",": ""Every election we held was the cleanest in the world"".  

The ""cleanest""","#Erdogan","https://x.com/hashtag/Erdogan?src=hashtag_click","held in","#Turkey","https://x.com/hashtag/Turkey?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","","1","","4","21","https://x.com/KarinaKarapety8/status/1986017145621184975","blob:https://x.com/da292e01-d2b3-4fe6-b082-0137339c2dc9","https://x.com/KarinaKarapety8/status/1986017145621184975/analytics","947","","https://pbs.twimg.com/amplify_video_thumb/1986016365174456320/img/hvfny4V09Sk3E_JY.jpg","","(this's just one example, when in May 2023, seals were placed on ballots in favor of Erdogan at a polling station)","",""
"LULAC","https://x.com/LULAC","https://pbs.twimg.com/profile_images/1615399799540285451/YgM-C2k3_normal.jpg","https://x.com/LULAC","@LULAC","·","Nov 9","In elections across the country, Latino voter turnout in favor of Democrats played a key role. Some argue this shift was mostly due to dissatisfaction with Republicans in office. Will Democrats be able to capitalize on Latino support moving forward?","#LULAC","https://x.com/hashtag/LULAC?src=hashtag_click","","#LatinoNews","https://x.com/hashtag/LatinoNews?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","","","1","","4","","https://x.com/LULAC/status/1987565910199021888","blob:https://x.com/0365f661-db7a-456a-aee3-4f75adf491b9","https://x.com/LULAC/status/1987565910199021888/analytics","224","","https://pbs.twimg.com/ext_tw_video_thumb/1987564648783134720/pu/img/oyTEj7Vk0RpXPSsA.jpg","","","",""
"The Charlotte Observer","https://x.com/theobserver","https://pbs.twimg.com/profile_images/1420825348913180679/ard2TsAV_normal.jpg","https://x.com/theobserver","@theobserver","·","Nov 5","Republican Bokhari had hoped to replace her husband in the City Council District 6 seat. Instead, Owens flipped the seat blue.

Read more:","#charlotte","https://x.com/hashtag/charlotte?src=hashtag_click","","#owens","https://x.com/hashtag/owens?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","#bokhari","","1","https://x.com/hashtag/bokhari?src=hashtag_click","1","3","https://x.com/theobserver/status/1985924898271691063","blob:https://x.com/2820f1a9-96ed-4673-9710-2204bc17f889","https://x.com/theobserver/status/1985924898271691063/analytics","1.1K","","","",": Nick Sullivan & Emily Broyles","",""
"LULAC","https://x.com/LULAC","https://pbs.twimg.com/profile_images/1615399799540285451/YgM-C2k3_normal.jpg","https://x.com/LULAC","@LULAC","·","Nov 9","In elections across the country, Latino voter turnout in favor of Democrats played a key role. Some argue this shift was mostly due to dissatisfaction with Republicans in office. Will Democrats be able to capitalize on Latino support moving forward?","#LULAC","https://x.com/hashtag/LULAC?src=hashtag_click","","#LatinoNews","https://x.com/hashtag/LatinoNews?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","","","1","","4","","https://x.com/LULAC/status/1987565910199021888","blob:https://x.com/0365f661-db7a-456a-aee3-4f75adf491b9","https://x.com/LULAC/status/1987565910199021888/analytics","224","","","","","",""
"LULAC","https://x.com/LULAC","https://pbs.twimg.com/profile_images/1615399799540285451/YgM-C2k3_normal.jpg","https://x.com/LULAC","@LULAC","·","Nov 9","In elections across the country, Latino voter turnout in favor of Democrats played a key role. Some argue this shift was mostly due to dissatisfaction with Republicans in office. Will Democrats be able to capitalize on Latino support moving forward?","#LULAC","https://x.com/hashtag/LULAC?src=hashtag_click","","#LatinoNews","https://x.com/hashtag/LatinoNews?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","","1:22","1","","4","","https://x.com/LULAC/status/1987565910199021888","blob:https://x.com/0365f661-db7a-456a-aee3-4f75adf491b9","https://x.com/LULAC/status/1987565910199021888/analytics","224","","","","","",""
"TheStarKenya","https://x.com/TheStarKenya","https://pbs.twimg.com/profile_images/1611631330969944064/H3RwmdAW_normal.jpg","https://x.com/TheStarKenya","@TheStarKenya","·","Oct 30","Tanzania's election is ongoing ,but many opposition candidates were disqualified before election day, voters are being denied their voices.","#Tanzania","https://x.com/hashtag/Tanzania?src=hashtag_click","","#samiasuluhu","https://x.com/hashtag/samiasuluhu?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","","2","","4","38","https://x.com/TheStarKenya/status/1983825311558201440","blob:https://x.com/fd9f8d0c-9db5-48da-8b1f-3ea9a6d15b82","https://x.com/TheStarKenya/status/1983825311558201440/analytics","5.4K","","https://pbs.twimg.com/amplify_video_thumb/1983824299841511424/img/Lk254gZk1BRr5iDj.jpg","","","",""
"LULAC","https://x.com/LULAC","https://pbs.twimg.com/profile_images/1615399799540285451/YgM-C2k3_normal.jpg","https://x.com/LULAC","@LULAC","·","Nov 9","In elections across the country, Latino voter turnout in favor of Democrats played a key role. Some argue this shift was mostly due to dissatisfaction with Republicans in office. Will Democrats be able to capitalize on Latino support moving forward?","#LULAC","https://x.com/hashtag/LULAC?src=hashtag_click","","#LatinoNews","https://x.com/hashtag/LatinoNews?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","","1:21","1","","4","","https://x.com/LULAC/status/1987565910199021888","blob:https://x.com/0365f661-db7a-456a-aee3-4f75adf491b9","https://x.com/LULAC/status/1987565910199021888/analytics","224","","","","","",""
"LULAC","https://x.com/LULAC","https://pbs.twimg.com/profile_images/1615399799540285451/YgM-C2k3_normal.jpg","https://x.com/LULAC","@LULAC","·","Nov 9","In elections across the country, Latino voter turnout in favor of Democrats played a key role. Some argue this shift was mostly due to dissatisfaction with Republicans in office. Will Democrats be able to capitalize on Latino support moving forward?","#LULAC","https://x.com/hashtag/LULAC?src=hashtag_click","#Elections","#LatinoNews","https://x.com/hashtag/Elections?src=hashtag_click","1:15","https://x.com/hashtag/LatinoNews?src=hashtag_click","4","","","","","1","https://x.com/LULAC/status/1987565910199021888","blob:https://x.com/0365f661-db7a-456a-aee3-4f75adf491b9","","224","https://x.com/LULAC/status/1987565910199021888/analytics","","","","",""
"LULAC","https://x.com/LULAC","https://pbs.twimg.com/profile_images/1615399799540285451/YgM-C2k3_normal.jpg","https://x.com/LULAC","@LULAC","·","Nov 9","In elections across the country, Latino voter turnout in favor of Democrats played a key role. Some argue this shift was mostly due to dissatisfaction with Republicans in office. Will Democrats be able to capitalize on Latino support moving forward?","#LULAC","https://x.com/hashtag/LULAC?src=hashtag_click","#Elections","#LatinoNews","https://x.com/hashtag/Elections?src=hashtag_click","0:11 / 1:25","https://x.com/hashtag/LatinoNews?src=hashtag_click","4","","","","","1","https://x.com/LULAC/status/1987565910199021888","blob:https://x.com/0365f661-db7a-456a-aee3-4f75adf491b9","","224","https://x.com/LULAC/status/1987565910199021888/analytics","","","","",""
"Resist Hate","https://x.com/zanyprogressive","https://pbs.twimg.com/profile_images/1980743942422364160/h6zSuJPZ_normal.jpg","https://x.com/zanyprogressive","@zanyprogressive","·","12m","Gov. Greg Abbott launches reelection campaign for 4th term: Greg Abbott launches reelection campaign as a means to keep Texas as a conservative bastion, touting efforts to lower property taxes, bolster education and…","#gregabbott","https://x.com/hashtag/gregabbott?src=hashtag_click","","#REPUBLICANS","https://x.com/hashtag/REPUBLICANS?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","","","","","","https://x.com/zanyprogressive/status/1987928388599005523","","https://x.com/zanyprogressive/status/1987928388599005523/analytics","7","https://x.com/zanyprogressive/status/1987928388599005523/photo/1","https://pbs.twimg.com/media/G5aKVZUaYAAqm1m?format=jpg&name=small","","","",""
"El BigNess","https://x.com/PolSciEconSalsa","https://pbs.twimg.com/profile_images/1752084026829963264/hKSiZmpL_normal.jpg","https://x.com/PolSciEconSalsa","@PolSciEconSalsa","·","14m",": Seems the left of the left wants to snatch a defeat out of the jaws of victory. The","#MondayMagic","https://x.com/hashtag/MondayMagic?src=hashtag_click","results are a clear indication","#Democrats","https://x.com/hashtag/Democrats?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","#GovernmentShutdown","","","https://x.com/hashtag/GovernmentShutdown?src=hashtag_click","","","https://x.com/PolSciEconSalsa/status/1987927772539281854","","https://x.com/PolSciEconSalsa/status/1987927772539281854/analytics","9","","","","are winning, thus continuing this","#ACA","https://x.com/hashtag/ACA?src=hashtag_click"
"Jaspreet Singh Gulati","https://x.com/iJaspreetGulati","https://pbs.twimg.com/profile_images/1921198209835167744/MPrnOhC-_normal.jpg","https://x.com/iJaspreetGulati","@iJaspreetGulati","·","17m","Glimpses from the Panjab University, Chandigarh.","#Senate","https://x.com/hashtag/Senate?src=hashtag_click","","#chandigarh","https://x.com/hashtag/chandigarh?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","","","","","","https://x.com/iJaspreetGulati/status/1987927085923582067","","https://x.com/iJaspreetGulati/status/1987927085923582067/analytics","33","https://x.com/iJaspreetGulati/status/1987927085923582067/photo/1","https://pbs.twimg.com/media/G5aJH0xbcAIU0sd?format=jpg&name=360x360","","","",""
"DigitalJM","https://x.com/DigitalJM3","https://pbs.twimg.com/profile_images/1983619054775758850/4Y5QKFJ8_normal.jpg","https://x.com/DigitalJM3","@DigitalJM3","·","24m","Dems Cheated In","#VoterID","https://x.com/hashtag/VoterID?src=hashtag_click","#Elections","Again Must Stop Them From Cheats In 2026
>Watchers/Lawyers/US Marshalls/Natl Guard at ALL Polls and Vote Count Sites in EVERY STATE
>","https://x.com/hashtag/Elections?src=hashtag_click","REQUIRED EVERY STATE
>Census NOW Update Population For Reps Per State","https://x.com/RNC","@RNC","@JDVance","@VP","https://x.com/JDVance","@TheOfficerTatum","@GOP","https://x.com/DigitalJM3/status/1987925300118724621","","https://x.com/DigitalJM3/status/1987925300118724621/photo/1","1","https://x.com/DigitalJM3/status/1987925300118724621/analytics","https://pbs.twimg.com/media/G5aHgszXYAAOop1?format=jpg&name=360x360","","","","https://x.com/TheOfficerTatum"
